Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp_Difference,Power,Strain,Target
1.0,0.25208383261848444,0.19852941176470565,-4.246462352429588,0.4117647058823352,0.44693245161022566,-10.724527559320995,0
0.0,-0.523550461866369,0.45588235294117635,-2.991631766068585,0.4117647058823352,0.36830510279761003,-3.265343406742359,0
0.0,-0.026720000458747596,0.6838235294117648,-2.6246173471790217,0.3529411764705587,0.918214239702435,-2.7536816976175187,0
0.0,-0.38242813414209037,-0.04411764705882365,-2.364216472888084,0.35294117647059214,-0.24438190442162136,-2.492725886573621,0
0.0,-0.523550461866369,-0.007352941176470696,-2.162233862851289,0.4117647058823352,-0.26616280172598045,-2.2839329913624224,0
1.0,-0.427317810508969,0.13235294117647042,-1.9972020539985207,0.4117647058823352,-0.012796919047209808,-2.0939351997013147,0
0.0,0.28819322242966766,0.1691176470588234,-1.795219443961726,0.4117647058823352,0.42573464613690337,-1.7987625659482613,0
0.0,0.12703181499569619,0.007352941176470696,-1.6819256555221014,0.4117647058823352,0.10742449472784449,-1.6974202099421831,0
1.0,0.8304614599527195,-0.845588235294118,-1.5812476661728632,0.3529411764705587,-0.9889255411195739,-1.5138205001311957,0
1.0,1.1787722403413632,-0.8897058823529417,-1.4485467560038705,0.4117647058823352,-0.8924870513333696,-1.3372944288279711,0
2.0,1.3654384499236742,-1.191176470588236,-1.3328359596339936,0.4117647058823352,-1.4783106792881364,-1.1971983478879975,0
2.0,-0.4385795789863219,0.3088235294117645,-1.1678041507812247,0.4117647058823352,0.22272504852234906,-1.229117763622268,0
1.0,-0.9264409063356676,0.808823529411765,-1.028271744547296,0.4117647058823352,0.5782381965603415,-1.141365069700385,0
1.0,1.1833771235225214,-0.7426470588235299,-0.9538323729923619,0.4705882352940783,-0.590714979966833,-0.8307478648901442,0
0.0,2.4301422400631316,-1.5073529411764712,-0.8850522907223506,0.4705882352940783,-1.7628268509261924,-0.6221993363982397,0
0.0,0.20541741448599074,0.6102941176470589,-0.8419408604831504,0.4705882352940783,0.9550809630417655,-0.8264610830515965,0
1.0,-1.0958832842274622,0.4779411764705884,-0.8007897318916616,0.4705882352940783,0.08668393197511508,-0.9298937506087241,0
1.0,-0.5121688873014218,0.4044117647058825,-0.7423714676375185,0.4117647058823352,0.30837822567584583,-0.805923371057065,0
2.0,-1.1265210027135244,1.058823529411765,-0.6874959434520369,0.3529411764705587,0.7494203724835431,-0.819097281846513,0
1.0,0.6603003996250321,-0.558823529411765,-0.6028390614035889,0.35294117647059214,-0.5264492063500745,-0.5348532953437479,0
2.0,-0.7137154036806782,0.19117647058823548,-0.5556021389379902,0.35294117647059214,-0.08569476964672454,-0.6404955833313173,0
0.0,-0.2878633319817554,0.3455882352941175,-0.4819705933465807,0.4117647058823352,0.35294675276395815,-0.5191655819125144,0
1.0,0.40570707104073284,-0.6911764705882357,-0.4541170439338065,0.35294117647059214,-0.9113305057587481,-0.413966418790601,0
0.0,1.256698101751716,-1.0588235294117654,-0.41388068947985057,0.3529411764705587,-1.22214797154641,-0.2788430658194144,0
1.0,0.3036190690062422,-0.20588235294117688,-0.3880169604596147,0.3529411764705587,-0.12184085414994812,-0.359129815383233,0
0.0,1.7133100400473256,-1.2352941176470593,-0.35055634854285056,0.4117647058823352,-1.4004353559099796,-0.1645820484473193,0
0.0,0.04787291529418311,-0.08088235294117661,-0.3264170798118606,0.3529411764705587,-0.06685856002412048,-0.3259836844703147,0
2.0,1.4948967534266093,-1.1397058823529416,-0.3029048765247573,0.29411764705878224,-1.2830607407409091,-0.14125327144543462,0
0.0,-0.3489249175228418,0.3014705882352943,-0.24666511857380083,0.29411764705878224,0.2614241827682686,-0.29047280963736005,0
0.0,0.9545711482346039,-0.7352941176470591,-0.2251124591243042,0.3529411764705587,-0.700046306656158,-0.12371119650468318,0
1.0,-0.9264409063356676,0.595588235294118,-0.2040610700362544,0.3529411764705587,0.3247956390424659,-0.31227031806141387,0
0.0,1.4371218633363818,-1.0735294117647065,-0.17337443871116026,0.3529411764705587,-1.158444091666896,-0.01829198478305202,0
0.0,-0.4611506451294182,0.6029411764705882,-0.15347981518891282,0.3529411764705587,0.5855101955839767,-0.2099344077399402,0
0.0,0.8208345737074301,-0.558823529411765,-0.13401306637661808,0.35294117647059214,-0.4396101283967038,-0.047674298471431405,0
1.0,0.29333846705800454,-0.39705882352941185,-0.11495617445701715,0.29411764705881566,-0.4408287890335943,-0.08743521007208588,0
1.0,-0.27681097662144993,0.6250000000000002,-0.08710262504424293,0.3529411764705587,0.7120960022884468,-0.12318362618494465,0
1.0,0.40570707104073284,-0.25,-0.06008065027153606,0.29411764705881566,-0.13696116546552806,-0.020197900568573835,0
0.0,-0.3489249175228418,-0.06617647058823521,-0.033842032477231464,0.29411764705881566,-0.2593286552861105,-0.07812748415833032,0
2.0,-0.6904236348645758,0.7794117647058828,-0.016762866690042427,0.29411764705881566,0.671836397983556,-0.09916053470516648,0
0.0,-0.8608410642193823,0.9117647058823533,0.024576231776911647,0.29411764705881566,0.7309758275846142,-0.07697006156583416,0
0.0,-0.7898840029411902,0.3897058823529411,0.040597339077703,0.29411764705881566,0.13906619768000475,-0.05310873269962157,0
0.0,-0.7546393984450372,0.7867647058823529,0.056339804254683316,0.29411764705881566,0.6456428193971948,-0.033506710938646045,0
1.0,-0.7546393984450372,0.6617647058823533,0.07181315424251115,0.29411764705881566,0.4979930352956248,-0.018102174834211865,0
2.0,-0.731228707227447,0.6176470588235295,0.094538254060844,0.3529411764705587,0.45732314512486505,0.007126384024094279,0
1.0,-0.1671167361639817,0.5441176470588237,0.13118977637553747,0.29411764705881566,0.6721279987371677,0.10645427815744837,0
0.0,-0.07504137667386147,0.6617647058823533,0.15248885158691403,0.29411764705881566,0.8656498426428029,0.13790276908280694,0
1.0,1.6353643882590616,-1.0514705882352946,0.1664148021425122,0.29411764705881566,-1.0004778950264324,0.3423171294141962,0
0.0,-0.466803346119063,0.45588235294117635,0.18691006864104587,0.29411764705881566,0.3990049935971723,0.12848726643039596,0
2.0,-0.427317810508969,1.0147058823529413,0.20032022401940247,0.3529411764705587,1.079674589249021,0.14622212016385544,0
1.0,-0.5008034339522947,0.29411764705882365,0.23300135251294546,0.29411764705881566,0.16943394840057963,0.17052639591581567,0
0.0,5.1625866760664865,-2.6102941176470598,0.25205824443254643,0.2352941176470726,-6.5725076988880256,0.8203869857974814,1
0.0,-0.667199280813692,1.0882352941176474,0.2645435310964861,0.2352941176470726,1.0296418877789102,0.18333767079096913,0
2.0,-0.032074694499942616,0.2720588235294116,0.27685894463765076,0.23529411764703914,0.39339843384911294,0.2663446260267764,0
0.0,0.32414084163214507,-0.36764705882352955,0.3069337686180275,0.29411764705881566,-0.3744478677992269,0.3359175910003647,0
0.0,0.945092105522132,-0.7352941176470591,0.3186893745233483,0.29411764705881566,-0.7051737985022751,0.4167798357726584,0
0.0,0.04787291529418311,0.04411764705882365,0.3302942633768195,0.29411764705881566,0.11822296968911278,0.328343822765145,0
0.0,-0.13992589779943343,0.1691176470588234,0.3417522509548363,0.29411764705881566,0.1941357261616091,0.31880073844148044,0
0.0,0.05317454001493271,0.01470588235294087,0.35306700993457957,0.29411764705881566,0.07824745623865786,0.3515545433781042,0
1.0,0.801546081912172,-0.7794117647058828,0.3642420769611074,0.23529411764703914,-0.8701647885224146,0.4460342879324056,0
0.0,-0.69624024166002,1.0514705882352944,0.38075017460670046,0.29411764705881566,0.9742424307346449,0.29554496956385584,0
0.0,-0.60943078994695,0.9191176470588239,0.3915906506664752,0.29411764705881566,0.875245353905247,0.3159823470328142,0
1.0,0.4613067240210294,-0.13970588235294112,0.4023028340561971,0.23529411764703914,0.06688526618663802,0.4459213892973552,0
0.0,1.574212147732763,-1.264705882352942,0.41813709670113836,0.23529411764703914,-1.550789514770646,0.5856327650227374,0
1.0,1.4993237928343226,-1.0441176470588243,0.4285414518505017,0.17647058823529607,-1.057282028348839,0.5876185872653079,0
0.0,0.1059990146882956,-0.11029411764705888,0.4439271298994689,0.17647058823529607,-0.0801349272372748,0.44765645983492464,0
0.0,-0.6036767497412874,0.36764705882352955,0.454040854469341,0.17647058823529607,0.21104559507238443,0.37862127991285,0
1.0,0.8879814820594674,-0.8382352941176475,0.4640428228896728,0.11764705882351957,-0.9426702447466029,0.5547478128415773,0
2.0,-0.19986783764476412,0.29411764705882365,0.47884155467444617,0.17647058823526265,0.3322363890691644,0.44822965246769847,0
0.0,0.12703181499569619,-0.5661764705882357,0.5029808234054354,0.17647058823526265,-0.82828993721891,0.5086073775070538,0
0.0,-0.5121688873014218,1.8823529411764715,0.5124591187234842,0.17647058823529607,1.892536149953662,0.44679100451896375,1
